month,year,ordinal,account,install,device,uomdesc,uom,readings,randvalue,
April,2019,262,220008870,3002669069,93708266,KVA,1,76,14227
April,2019,263,220008870,3002669069,93708266,KWH,2,18000,11817
April,2019,264,220009312,3002672412,63036017,KVA,1,70,13104
April,2019,265,220009312,3002672412,63036017,KWH,2,59376,38982
April,2019,266,220009721,3002653240,83834528,KVA,1,89,16748
April,2019,267,220009721,3002653240,83834528,KWH,2,52000,34138
April,2019,268,220010124,3002669825,98453332,KVA,1,91,17113
April,2019,269,220010124,3002669825,98453332,KWH,2,36352,23865
April,2019,270,220010639,3002667986,63028878,KRH,3,6260,1229
April,2019,271,220010639,3002667986,63028878,KVA,1,72,13535
April,2019,272,220010639,3002667986,63028878,KWH,2,18762,12317
April,2019,273,220010741,3002668057,80395676,KRH,3,680,134
April,2019,274,220010741,3002668057,80395676,KVA,1,70,13104
April,2019,275,220010741,3002668057,80395676,KWH,2,5062,3323
April,2019,276,220010822,3002671718,93750773,KRH,3,371,73
April,2019,277,220010822,3002671718,93750773,KVA,1,150,28080
April,2019,278,220010822,3002671718,93750773,KWH,2,41868,27486
April,2019,279,220010928,3002671782,63038535,KRH,3,2706,531
April,2019,280,220010928,3002671782,63038535,KVA,1,98,18514
April,2019,281,220010928,3002671782,63038535,KWH,2,20602,13525
April,2019,282,220010967,3002671812,63029207,KRH,3,2201,432
April,2019,283,220010967,3002671812,63029207,KVA,1,112,21004
April,2019,284,220010967,3002671812,63029207,KWH,2,14990,9841
April,2019,285,220011054,3002671889,80395740,KRH,3,7100,1394
April,2019,286,220011054,3002671889,80395740,KWH,2,46000,30199
April,2019,287,220011086,3003167462,84368497,KRH,3,47900,9403
April,2019,288,220011086,3003167462,84368497,KVA,1,1143,213970
April,2019,289,220011086,3003167462,84368497,KWH,2,874000,573781
April,2019,290,220011174,3002652402,83834607,KRH,3,1907,375
April,2019,291,220011174,3002652402,83834607,KVA,1,88,16529
April,2019,292,220011174,3002652402,83834607,KWH,2,15794,10369
April,2019,293,220011230,3002652447,63054886,KRH,3,19047,3739
April,2019,294,220011230,3002652447,63054886,KVA,1,264,49458
April,2019,295,220011230,3002652447,63054886,KWH,2,71752,47105
April,2019,296,220011270,3002652469,63054690,KRH,3,991,195
April,2019,297,220011270,3002652469,63054690,KVA,1,124,23308
April,2019,298,220011270,3002652469,63054690,KWH,2,34148,22418
April,2019,299,220011336,3002670521,85750396,KRH,3,7989,1568
April,2019,300,220011336,3002670521,85750396,KVA,1,200,37442
April,2019,301,220011336,3002670521,85750396,KWH,2,66566,43701
April,2019,302,220011470,3002670577,98369795,KRH,3,22255,4369
April,2019,303,220011470,3002670577,98369795,KVA,1,330,61905
April,2019,304,220011470,3002670577,98369795,KWH,2,92968,61033
April,2019,305,220011689,3002673698,98453121,KRH,3,2130,418
April,2019,306,220011689,3002673698,98453121,KVA,1,70,13104
April,2019,307,220011689,3002673698,98453121,KWH,2,14074,9240
April,2019,308,220011921,3002667527,63034282,KVA,1,133,25070
April,2019,309,220011921,3002667527,63034282,KWH,2,20930,13741
April,2019,310,220011939,3002667539,99632844,KVA,1,70,13104
April,2019,311,220011939,3002667539,99632844,KWH,2,2594,1703
April,2019,312,220011978,3002667571,63032012,KVA,1,122,22863
April,2019,313,220011978,3002667571,63032012,KWH,2,22180,14561
April,2019,314,220012033,3002667614,98453130,KVA,1,70,13104
April,2019,315,220012033,3002667614,98453130,KWH,2,92,60
April,2019,316,220012097,3002667658,95618393,KVA,1,187,35119
April,2019,317,220012097,3002667658,95618393,KWH,2,194914,127961
April,2019,318,220012107,3002667663,98370873,KVA,1,313,58668
April,2019,319,220012107,3002667663,98370873,KWH,2,184700,121256
April,2019,320,220012114,3002667668,96949085,KRH,3,13613,2672
April,2019,321,220012114,3002667668,96949085,KVA,1,167,31419
April,2019,322,220012114,3002667668,96949085,KWH,2,97772,64187
April,2019,323,220012146,3002671494,80395405,KVA,1,326,61150
April,2019,324,220012146,3002671494,80395405,KWH,2,254032,144750
April,2019,325,220012315,3002671650,80395368,KRH,3,7200,1413
April,2019,326,220012315,3002671650,80395368,KVA,1,700,131040
April,2019,327,220012315,3002671650,80395368,KWH,2,32000,21008
April,2019,328,220012403,3002674743,80395504,KVA,1,108,19019
April,2019,329,220012403,3002674743,80395504,KWH,2,70000,43040
April,2019,330,220012467,3003535463,98449070,KRH,3,242600,47622
April,2019,331,220012467,3003535463,98449070,KVA,1,2460,430426
April,2019,332,220012467,3003535463,98449070,KWH,2,2016000,1239538
April,2019,333,220012700,3002671333,98452846,KRH,3,3711,729
April,2019,334,220012700,3002671333,98452846,KVA,1,107,20105
April,2019,335,220012700,3002671333,98452846,KWH,2,25952,17037
April,2019,336,220012717,3002671342,80395293,KVA,1,616,115414
April,2019,337,220012717,3002671342,80395293,KWH,2,361196,237125
April,2019,338,220012795,3002671395,80395348,KVA,1,172,32198
April,2019,339,220012795,3002671395,80395348,KWH,2,13670,8975
April,2019,340,220012844,3002671431,80395835,KVA,1,405,75928
April,2019,341,220012844,3002671431,80395835,KWH,2,249206,163604
April,2019,342,220012869,3002671458,63021064,KVA,1,70,13104
April,2019,343,220012869,3002671458,63021064,KWH,2,1884,1237
April,2019,344,220012876,3002671461,63035740,KRH,3,242,48
April,2019,345,220012876,3002671461,63035740,KVA,1,116,21875
April,2019,346,220012876,3002671461,63035740,KWH,2,22090,14502
April,2019,347,220012918,3002674492,98368709,KRH,3,10247,2012
April,2019,348,220012918,3002674492,98368709,KVA,1,172,32292
April,2019,349,220012918,3002674492,98368709,KWH,2,37432,24574
April,2019,350,220012925,3002674498,98452845,KRH,3,11704,2298
April,2019,351,220012925,3002674498,98452845,KVA,1,418,78268
April,2019,352,220012925,3002674498,98452845,KWH,2,76596,50285
April,2019,353,220013012,3003534543,80395179,KRH,3,1315,258
April,2019,354,220013012,3003534543,80395179,KVA,1,95,17823
April,2019,355,220013012,3003534543,80395179,KWH,2,17016,11171
April,2019,356,220013140,3003566008,93750736,KVA,1,97,18251
April,2019,357,220013196,3002654265,98370450,KRH,3,944,185
April,2019,358,220013196,3002654265,98370450,KVA,1,70,13104
April,2019,359,220013196,3002654265,98370450,KWH,2,3864,2537
April,2019,360,220013333,3002668373,96948369,KVA,1,266,49835
April,2019,361,220013333,3002668373,96948369,KWH,2,209066,137252
April,2019,362,220013950,3002667226,63034049,KRH,3,11267,2212
April,2019,363,220013950,3002667226,63034049,KVA,1,94,17690
April,2019,364,220013950,3002667226,63034049,KWH,2,47156,30958
April,2019,365,220014136,3002671130,80395319,KVA,1,249,46781
April,2019,366,220014136,3002671130,80395319,KWH,2,108756,71398
April,2019,367,220014143,3002671139,94965922,KVA,1,70,13104
April,2019,368,220014143,3002671139,94965922,KWH,2,15264,10021
April,2019,369,220014714,3002652809,99632952,KRH,3,6198,1217
April,2019,370,220014714,3002652809,99632952,KVA,1,76,14392
April,2019,371,220014714,3002652809,99632952,KWH,2,37126,24373
April,2019,372,220014785,3002652830,98368631,KRH,3,638,125
April,2019,373,220014785,3002652830,98368631,KVA,1,70,13104
April,2019,374,220014785,3002652830,98368631,KWH,2,4164,2734
April,2019,375,220015482,3002652015,63034934,KRH,3,5479,1076
April,2019,376,220015482,3002652015,63034934,KVA,1,223,41839
April,2019,377,220015482,3002652015,63034934,KWH,2,156752,102908
April,2019,378,220015845,3002676614,63020416,KVA,1,76,14272
April,2019,379,220015845,3002676614,63020416,KWH,2,38584,25330
April,2019,380,220015852,3003533611,99632838,KVA,1,210,39349
April,2019,381,220015852,3003533611,99632838,KWH,2,125508,82396
April,2019,382,220015980,3002672693,80395558,KRH,3,2901,570
April,2019,383,220015980,3002672693,80395558,KVA,1,167,31295
April,2019,384,220015980,3002672693,80395558,KWH,2,12170,7990
April,2019,385,220016013,3002672701,80395560,KVA,1,1046,195811
April,2019,386,220016013,3002672701,80395560,KWH,2,796756,523070
